NEO-257,NEO-257_mv2b_l4_pinout,QFPR64,logo_snk.png
CR31 2,G,IN
GND,P
GND,P
CR16 1,G,IN
CR16 2,G,IN
CR17 1,G,IN
CR17 2,G,IN
CR16,G,OUT
CR17,G,OUT
GND,P
CR18,G,OUT
CR19,G,OUT
CR18 1,G,IN
CR18 2,G,IN
CR19 1,G,IN
CR19 2,G,IN
SLOTA,C,IN
GND,P
CR20 1,G,IN
CR20 2,G,IN
CR21 1,G,IN
CR21 2,G,IN
CR20,G,OUT
CR21,G,OUT
GND,P
VCC,P
CR22,G,OUT
CR23,G,OUT
CR22 1,G,IN
CR22 2,G,IN
CR23 1,G,IN
CR23 2,G,IN
GND,P
GND,P
VCC,P
CR24 1,G,IN
CR24 2,G,IN
CR25 1,G,IN
CR25 2,G,IN
CR24,G,OUT
CR25,G,OUT
GND,P
CR26,G,OUT
CR27,G,OUT
CR26 1,G,IN
CR26 2,G,IN
CR27 1,G,IN
CR27 2,G,IN
NC
NC
CR28 1,G,IN
CR28 2,G,IN
CR29 1,G,IN
CR29 2,G,IN
CR28,G,OUT
CR29,G,OUT
GND,P
VCC,P
CR30,G,OUT
CR31,G,OUT
NC,P
CR30 1,G,IN
CR30 2,G,IN
CR31 1,G,IN
